Width,Height,Elongation,Label
0.22958805466194013,-1.3277495331359876,0.11725336889482113,car
0.010360707481557442,-1.7461153604408821,0.6133217977070536,fish
-0.8536529549352448,-0.5648471421682393,-0.6827054962022292,house
-0.9955059442872571,0.7394698488411372,-0.27594626071493566,tree
-0.36361535535556594,-0.8847739512837467,-0.4615807803446237,bicycle
-0.15728373447991167,0.0750064760627756,0.23063207864790972,guitar
-1.8595196067040596,0.6902503397464438,4.768872816778339,pencil
-0.04122219773735613,0.09961623061012234,-0.6596772354539768,clock
0.2553795072713969,-1.2047007603992541,-0.01196843389400199,car
-0.4409897131839363,-1.6722860967988418,0.21793885776163843,fish
-0.5828427025359486,-0.4294934921578322,-0.6786627096065428,house
-0.07990937665154131,0.973262517040931,-0.574096277976563,tree
0.0748393390051994,-0.8232495649153798,-0.3167040179003444,bicycle
0.010360707481557442,0.259579635167876,0.2947986515177687,guitar
-0.8149657760210597,0.12422598515746906,2.324501569213284,pencil
-0.46678116579339307,-0.10956668304232482,-0.7063153105228366,clock
0.17800514944302653,-0.9586032149257868,-0.21366802579182434,car
-1.0470888495061708,-1.647676342251495,-0.1473140569228448,fish
-0.15728373447991167,-0.318749596694772,-0.5920242301925741,house
1.0291230855551006,1.2685795716090917,-0.6894955729747947,tree
-1.0470888495061708,-0.89707882855742,-0.616945487755269,bicycle
-1.911102511922973,-0.03573741940028465,0.1320866434160938,guitar
-2.6719503639019484,0.3334088988099162,2.617511416134961,pencil
-1.4726478175622078,-1.0201276012941536,-0.67735506075597,clock
0.10063079161465618,-0.8232495649153798,-0.30850807117439266,car
-0.04122219773735613,-1.438493428599048,0.1031105097543559,fish
0.21669232835721172,0.5795064442833835,-0.6923026792833545,house
0.12642224422411297,0.4441527942729765,-0.70500251344468,tree
-0.07990937665154131,-0.454103246705179,-0.4970180935928635,bicycle
0.8356871909841745,-1.069347110388847,0.061702173680440654,guitar
-2.6203674586830346,-0.9586032149257868,1.4449371980211825,pencil
1.441786327306409,1.6377258898192926,-0.6978989839256501,clock
0.04904788639574262,-0.454103246705179,-0.44223727763003623,car
-0.7117999655832326,-1.3154446558623143,-0.2998703992431305,fish
0.22958805466194013,0.7025552170201171,-0.633540373647252,house
0.8743743698983597,1.0963112897776648,-0.6462064451566621,tree
-0.7891743234116029,-1.130871496757214,-0.683222856711127,bicycle
-1.5887093543047632,1.170140553419705,0.1724462114844423,guitar
-2.5429931008546642,1.2931893261564384,2.74266283332009,pencil
1.3386205168685819,1.2685795716090917,-0.605098843411153,clock
-0.7117999655832326,-1.647676342251495,0.05111589519015527,car
-0.2475538186130104,-1.5369324467884349,0.20008369207310497,fish
1.1838718012118412,0.7025552170201171,-0.5808980429420646,house
0.8614786435936314,1.6746405216403126,-0.5734010767873567,tree
-0.3378239027461092,-0.8109446876417065,-0.459643427593702,bicycle
-1.1889418388581832,2.06839659439786,0.14586968057565136,guitar
0.7325213805463474,-2.28752996048251,5.280403238073799,pencil
0.3972324966234092,0.6779454624727703,-0.6809971440885808,clock
0.8872700962030882,-0.761725178547013,-0.12769465167642483,car
1.016227359250372,-0.33105447396844534,-0.29720751286365044,fish
0.848582917288903,1.4285429761668456,-0.6711470510733026,house
0.7067299279368906,2.326799017145001,-0.3983238394217712,tree
0.3069624124903105,0.14883573970481578,-0.5767055814133561,bicycle
1.016227359250372,0.8132991124831773,0.48132910545827656,guitar
0.33275386509976723,1.207055185240725,4.019934826966639,pencil
-0.14438800817518327,0.2841893897152228,-0.694683964751677,clock
1.0936017170787424,-0.7494203012733397,-0.07658730828767757,car
-0.7762785971068745,-1.1923958831255808,-0.3239727735662607,fish
-1.253420470381825,0.5548966897360368,-0.29444062529649756,house
-0.8536529549352448,0.3334088988099162,-0.4589283252534586,tree
-0.956818765373072,-1.0078227240204802,-0.4943897345744821,bicycle
-1.124463207334541,0.9486527624935843,0.49901563764566714,guitar
-1.382377733429109,0.8256039897568507,2.818126690840025,pencil
-0.4538854394886647,-0.07265205122130473,-0.6333237621039537,clock
1.2612461590402115,-0.07265205122130473,-0.3491415252155661,car
-1.0599845758108992,0.5056771806413433,-0.3820223918102285,fish
-0.6860085129737757,0.5672015670097101,-0.47091033782871033,house
0.03615216009101423,0.8871283761252176,-0.6363443517180145,tree
-0.22176236600355362,-1.4507983058727214,0.036527737418302245,bicycle
-0.9955059442872571,0.8256039897568507,-0.3490555431497082,guitar
-2.0787469538844423,0.5918113215570568,0.8657975724413962,pencil
-1.2663161966865535,-0.49101787852619905,-0.5757196900293651,clock
0.3198581387950389,-1.4261885513253747,0.2498298339639773,car
-1.8982067856182447,-1.9552982740933291,-0.19572110760760056,fish
-1.3050033756007386,-0.8847739512837467,-0.7019162991127863,house
-1.1889418388581832,-0.589456896715586,-0.690071549899792,tree
-0.4925726184028499,-0.9093837058310934,-0.46089659219235035,bicycle
-1.7434580699615039,-1.5861519558831283,-0.2667107162097648,guitar
-0.89234013384943,-2.0660421695563893,0.9479831982048759,pencil
-1.6016050806094917,-1.032432478567827,-0.652695184568033,clock
1.145184622297656,0.06270159878910225,-0.3795492372668834,car
0.08773506530992779,0.22266500334685596,0.05694610082058517,fish
0.0748393390051994,0.7886893579358306,-0.6934090271344523,house
0.423023949232866,1.6131161352719459,-0.527057662083636,tree
1.106497443383471,0.3457137760835896,-0.4343685314776906,bicycle
0.5390854859754215,1.2316649397880717,0.14109848960269258,guitar
0.06194361270047101,0.8871283761252176,2.7345729350969052,pencil
-0.7504871444974177,-0.011127664852937926,-0.6251304383375464,clock
0.34564959140449564,-1.130871496757214,0.029377550189092282,car
0.37144104401395245,-1.8322495013565956,1.3158407002126402,fish
0.7454171068510759,0.9855673943146044,-0.6889667972525758,house
0.21669232835721172,1.4285429761668456,-0.5944201278101944,tree
-0.5054683447075783,-1.1062617422098673,-0.35350841145938255,bicycle
1.6481179481820634,0.8132991124831773,0.12522639073231842,guitar
-0.5699469762312203,-0.20800570123171172,2.119136818787946,pencil
-0.2604495449177388,0.7886893579358306,-0.5698841792324293,clock
1.2612461590402115,-0.761725178547013,-0.018907731573029597,car
0.6938342016321623,-0.7494203012733397,-0.21154310293898695,fish
1.1580803486023843,0.259579635167876,-0.4218684113604947,house
0.21669232835721172,1.6746405216403126,-0.5416248569243597,tree
0.7454171068510759,0.5918113215570568,-0.6379427012280071,bicycle
